-91.9384,-86.5573,512.09
-98.7129,-118.028,425.34
-63.9106,-61.1273,339.005
-95.6644,-51.0342,296.713
-97.2406,-53.0283,306.854
-115.546,-69.4046,324.359
-108.052,-77.8007,326.255
-68.1129,-24.1057,527.319
-85.9479,-98.4724,433.131
-86.3976,-97.2766,435.102
-64.9685,-16.9259,542.845
-131.39,-65.0195,323.295
-109.061,-68.6286,325.684
-94.3714,-55.0647,310.211
-94.2578,-48.9806,297.497
-64.113,-61.0535,338.838
-92.7397,-107.092,441.967
-96.6309,-85.4666,512.041
-89.2782,-87.2023,512.392
-89.0958,-56.4507,314.851
-95.9925,-48.8679,301.047
-128.197,-74.797,321.644
-96.4574,-66.5515,328.07
-33.617,-82.4413,513.037
-51.6167,-103.155,470.614
-73.1254,-34.7682,510.938
-75.7906,-47.7695,495.322
-47.3443,-95.8192,479.554
-30.3455,-80.9043,512.054
-103.194,-67.8257,326.84
-130.484,-71.2261,321.976
-94.4578,-47.3342,299.426
-92.0816,-55.9108,312.392
-86.5203,-87.994,511.977
-97.3672,-84.7987,512.277
-74.0481,-55.6927,322.878
-99.2813,-59.3721,300.994
-112.868,-80.2339,325.674
-70.0012,-61.6318,336.101
-33.3025,-84.7472,512.905
-62.9329,-19.4031,552.48
73.2717,79.3652,501.005
-106.297,-31.5644,487.968
-65.4646,-26.7371,555.392
-32.7271,-85.8893,508.234
-65.2964,-61.2365,337.832
-110.414,-80.4357,325.464
-97.2298,-54.4631,298.485
-71.0615,-55.1041,324.291
-97.238,-84.826,512.311
-109.393,-112.498,401.964
-96.2986,-84.3016,513.694
-103.423,-66.242,303.339
-80.3735,-57.2637,320.353
-101.916,-57.8793,328.965
-76.2917,-63.0486,333.4
-115.177,-81.4418,326.034
-171.061,-103.808,523.944
-42.68,-89.695,488.637
-36.461,-86.2147,499.967
-157.634,-96.702,527.011
-116.932,-84.7334,326.278
-88.0161,-64.8363,329.84
-103.298,-56.4923,329.252
-85.4597,-57.4009,317.831
-107.854,-75.0506,307.91
-96.7613,-84.8348,512.74
-103.26,-103.465,416.995
-93.5426,-30.3363,471.158
-183.941,-42.2214,451.642
-95.0876,-77.981,469.035
-104.418,-72.616,436.99
-104.781,-94.4631,380.006
-194.91,-79.1879,474.558
-105.398,-94.7417,387.825
-108.493,-69.0663,446.035
-95.7035,-71.301,468.814
14.487,-19.9878,497.755
-93.9,-23.2081,470.458
-92.4251,-87.2819,469.737
-177.028,-50.6661,451.572
5.23982,-100.798,514.515
-99.0164,-78.9876,514.838
-147.742,-88.2061,486
-111.264,-83.597,408.669
-113.492,-65.7909,459.039
-111.725,-66.9178,450.193
-112.077,-89.5676,398.424
-147.156,-72.6222,484.411
-97.8077,-80.8387,514.563
-33.1552,-101.399,515.737
-166.411,-59.8934,455.689
-90.4524,-94.0401,470.333
-148.078,-72.5328,459.243
-91.5433,-99.9768,475.505
-191.589,-42.3248,449.738
-123.083,-103.006,356.124
-133.553,-53.7375,479.514
-36.8584,-100.103,495.591
-206.467,-85.0662,473.284
-202.399,-89.4005,491.153
-22.6871,-103.473,495.523
-144.697,-59.4368,480.779
-114.79,-100.573,367.615
-149.452,-79.4288,459.57
-84.3428,-103.927,474.379
-158.654,-68.35,455.719
-85.5953,-129.488,488.881
-120.425,-86.2446,470.657
-85.07,-99.0586,471.904
-127.24,-54.6092,477.74
-120.912,-98.6223,346.579
-201.712,-97.8307,505.013
-201.312,-96.1318,493.148
-116.536,-97.6076,338.043
-118.582,-60.1621,472.07
-80.0448,-101.653,473.781
-138.039,-81.7665,462.603
-72.6654,-123.16,490.259
-100.706,-43.2703,467.932
-96.167,-111.456,485.507
-94.294,-77.3643,475.629
-135.65,-73.7048,460.918
-99.1095,-78.696,514.381
17.8942,-107.573,501.256
-87.1072,-96.0829,493.248
-102.479,-96.8845,491.972
2.12083,-107.666,497.655
-125.612,-79.6604,459.458
-99.8413,-78.8664,514.323
-95.7051,-80.3525,459.101
-95.8069,-119.183,487.912
-101.206,-38.5,467.269
-90.9324,-132.127,489.042
-99.5463,-26.4425,467.527
-99.2302,-78.3885,515.06
-105.646,-86.9446,462.759
-100.07,-96.2266,428.67
-101.464,-93.7313,472.722
-109.889,-83.488,317.229
-65.1944,-96.2974,494.714
21.1848,-107.006,501.887
11.1789,-110.516,501.653
-51.3491,-97.9445,494.693
-112.532,-91.3523,327.462
-96.2417,-94.3796,474.653
-96.9178,-86.1721,446.304
-108.186,-87.6206,460.38
-100.818,-34.3984,467.457
-90.4979,-128.815,488.807
-91.8281,-63.9463,481.478
-94.9598,-13.0708,468.887
-99.5134,-49.9524,468.158
-102.71,-81.5041,457.495
-100.538,-78.8252,513.639
-89.1942,-70.9511,507.094
-115.896,-94.9302,491.853
-64.5942,-120.534,493.016
-106.222,-76.1497,426.804
-108.443,-79.7893,419.115
-45.7853,-113.574,495.708
-130.904,-94.631,490.343
-91.3992,-74.9828,490.66
-100.123,-83.1785,456.478
-100.902,-78.3833,513.383
-96.5846,-62.8216,468.826
-93.6804,-13.0873,468.506
-94.3293,-86.957,484.639
-97.2797,-15.2838,467.923
-91.9025,-47.1108,478.025
-84.6277,-79.835,515.64
-100.54,-77.585,514.156
-105.345,-78.8928,458.963
-3.85662,-113.955,499.517
-145.475,-94.3685,487.498
-141.045,-95.7857,488.717
-26.217,-114.443,498.502
-101.573,-77.429,513.763
-101.392,-80.5271,462.508
-63.3094,-89.4311,519.052
-93.3983,-38.9003,475.067
-98.9022,-18.9076,466.994
-75.5767,-87.5555,506.739
-113.081,-127.33,390.485
-61.0011,-50.9672,328.567
-104.879,-57.5788,327.572
-90.4683,-61.492,333.603
-89.689,-24.6133,562.955
-99.8904,-33.8711,460.075
-110.663,-72.7068,330.437
-92.7315,-29.0018,547.963
-101.121,-58.8813,329.851
-104.423,-69.0898,319.019
-66.5746,-52.2744,326.048
-113.965,-125.798,388.326
-72.4791,-85.6169,505.294
-112.371,-116.927,393.819
-66.8064,-82.3088,500.8
-83.1216,-62.1669,336.594
-105.666,-56.7672,327.739
-119.898,-94.9987,325.991
-181.448,-96.3578,517.316
-119.817,-82.8314,325.86
-110.205,-26.3775,503.622
-102.416,-30.6432,532.348
-116.045,-77.9598,327.538
-191.954,-94.4962,510.508
-118.306,-89.7915,326.84
-105.874,-55.9964,328.889
-76.5882,-62.6175,337.698
-68.0808,-82.8472,502.259
-113.863,-123.308,388.934
-111.112,-130.743,395.246
-85.1467,-101.698,452.642
-63.8833,-61.2838,340.059
-105.934,-71.6681,316.395
-120.476,-70.8006,323.402
-124.391,-97.0581,323.112
-62.417,-22.3722,611.662
-82.3789,-79.0159,457.496
-86.3935,-94.741,439.005
